timestamp,underlying.rwa:USTB,underlying.rwa:USTB-WI,underlying.rwa:USTNOTE,underlying.rwa:USTrepo
2024-05-28T00:00:00.000Z,11868436000,,,17025000000
2024-05-29T00:00:00.000Z,11859795000,,,16528000000
2024-05-30T00:00:00.000Z,11683195000,,,16486000000
2024-05-31T00:00:00.000Z,11683195000,,,16489000000
2024-06-03T00:00:00.000Z,11683195000,,,16365000000
2024-06-04T00:00:00.000Z,10968689000,,,18285000000
2024-06-05T00:00:00.000Z,10968689000,,,18288000000
2024-06-06T00:00:00.000Z,11251000000,,,17098000000
2024-06-07T00:00:00.000Z,11251000000,,,17120000000
2024-06-10T00:00:00.000Z,11251000000,,,17127000000
2024-06-11T00:00:00.000Z,11551000000,,,16832000000
2024-06-12T00:00:00.000Z,11551000000,,,16835000000
2024-06-13T00:00:00.000Z,12051000000,,,16538000000
2024-06-14T00:00:00.000Z,12051000000,,,16541000000
2024-06-17T00:00:00.000Z,12376000000,,,16722000000
2024-06-18T00:00:00.000Z,11027200000,,,17444000000
2024-06-20T00:00:00.000Z,10228400000,,,17226000000
2024-06-21T00:00:00.000Z,10163400000,,,17883000000
2024-06-24T00:00:00.000Z,10163400000,,,17828000000
2024-06-25T00:00:00.000Z,10749600000,,,17659000000
2024-06-26T00:00:00.000Z,10749600000,,,18072000000
2024-06-27T00:00:00.000Z,10749600000,,,17081000000
2024-06-28T00:00:00.000Z,10749600000,,,17084000000
2024-07-01T00:00:00.000Z,10249600000,,,17469000000
2024-07-02T00:00:00.000Z,11189900100,,,18136000000
2024-07-03T00:00:00.000Z,11689900100,,,18139000000
2024-07-05T00:00:00.000Z,9305400100,,,18934000000
2024-07-08T00:00:00.000Z,9555400100,,,20341000000
2024-07-09T00:00:00.000Z,9301400100,,,19606000000
2024-07-10T00:00:00.000Z,9301400100,,,19609000000
2024-07-11T00:00:00.000Z,11051400100,,,19364000000
2024-07-12T00:00:00.000Z,11051400100,,,19366000000
2024-07-15T00:00:00.000Z,11051400100,,,19375000000
2024-07-16T00:00:00.000Z,9275800100,,,19716000000
2024-07-17T00:00:00.000Z,9335700100,,,19719000000
2024-07-18T00:00:00.000Z,9835700100,,,19365000000
2024-07-19T00:00:00.000Z,9835700100,,,19368000000
2024-07-22T00:00:00.000Z,9770700100,,,19441000000
2024-07-23T00:00:00.000Z,8514100100,,,20202000000
2024-07-24T00:00:00.000Z,8514100100,,,20205000000
2024-07-25T00:00:00.000Z,9014100100,,,20208000000
2024-07-26T00:00:00.000Z,9014100100,,,20211000000
2024-07-29T00:00:00.000Z,9014100100,,,20220000000
2024-07-30T00:00:00.000Z,8914100100,,,19827000000
2024-07-31T00:00:00.000Z,8914100100,,,19831000000
2024-08-01T00:00:00.000Z,8914100100,,,19706000000
2024-08-02T00:00:00.000Z,8914100100,,,19709000000
2024-08-05T00:00:00.000Z,8876100100,,,19418000000
2024-08-06T00:00:00.000Z,8964100100,,,19459000000
2024-08-07T00:00:00.000Z,8959400100,,,19462000000
2024-08-08T00:00:00.000Z,9249500100,,,20846000000
2024-08-09T00:00:00.000Z,9249500100,,,20849000000
2024-08-12T00:00:00.000Z,9249500100,,,20856000000
2024-08-13T00:00:00.000Z,8365700100,,,22251000000
2024-08-14T00:00:00.000Z,8195200100,,,22543000000
2024-08-15T00:00:00.000Z,8108200000,,,22387000000
2024-08-16T00:00:00.000Z,8166200000,,,22623000000
2024-08-19T00:00:00.000Z,8166200000,,,22633000000
2024-08-20T00:00:00.000Z,7147100000,,,22015000000
2024-08-21T00:00:00.000Z,7147100000,,,22590000000
2024-08-22T00:00:00.000Z,8147100000,,,22521000000
2024-08-23T00:00:00.000Z,8147100000,,,23080000000
2024-08-26T00:00:00.000Z,8465070400,,,23091000000
2024-08-27T00:00:00.000Z,8866170400,,,21896000000
2024-08-28T00:00:00.000Z,8834570400,,,21899000000
2024-08-29T00:00:00.000Z,8694170400,,,21193000000
2024-08-30T00:00:00.000Z,8694170400,,,21266000000
2024-09-03T00:00:00.000Z,8947470400,,,21339000000
2024-09-04T00:00:00.000Z,8927770400,,,21343000000
2024-09-05T00:00:00.000Z,9749470400,,,20955000000
2024-09-06T00:00:00.000Z,9749470400,,,21115000000
2024-09-09T00:00:00.000Z,10003999400,,,21124000000
2024-09-10T00:00:00.000Z,9848299400,,,20432000000
2024-09-11T00:00:00.000Z,9796399400,,,20435000000
2024-09-12T00:00:00.000Z,9247999400,,,20637000000
2024-09-13T00:00:00.000Z,9224599400,,,20640000000
2024-09-16T00:00:00.000Z,9224599400,,,20673000000
2024-09-17T00:00:00.000Z,9107199400,,,21093000000
2024-09-18T00:00:00.000Z,8932199400,,,21096000000
2024-09-19T00:00:00.000Z,8832199400,,,21374000000
2024-09-20T00:00:00.000Z,8832199400,,,21377000000
2024-09-23T00:00:00.000Z,8832199400,,,21385000000
2024-09-24T00:00:00.000Z,9145394700,,,21788000000
2024-09-25T00:00:00.000Z,9145394700,,,21789000000
2024-09-26T00:00:00.000Z,8083294700,,,22546000000
2024-09-27T00:00:00.000Z,8083294700,,,22547000000
2024-09-30T00:00:00.000Z,8083294700,,,22556000000
2024-10-01T00:00:00.000Z,7983294700,,,23033000000
2024-10-02T00:00:00.000Z,7983294700,,,23035000000
2024-10-03T00:00:00.000Z,8345344700,,,22615000000
2024-10-04T00:00:00.000Z,8345344700,,,22618000000
2024-10-07T00:00:00.000Z,8601344700,,,22627000000
2024-10-08T00:00:00.000Z,8280944700,,,22790000000
2024-10-09T00:00:00.000Z,8665244700,,,22793000000
2024-10-10T00:00:00.000Z,10190344700,,,21867000000
2024-10-11T00:00:00.000Z,10190344700,,,21967000000
2024-10-15T00:00:00.000Z,8404259700,,,21887000000
2024-10-16T00:00:00.000Z,8404259700,,,21890000000
2024-10-17T00:00:00.000Z,9007959700,,,22076000000
2024-10-18T00:00:00.000Z,9007959700,,,21539000000
